text,class
Did not run tests . Change in documentation .,test_debt
"I did not execute any tests, but I made changes to the documentation.",test_debt
"No testing was conducted, but modifications were made to the documentation.",test_debt
"The changes I made did not undergo testing, but I updated the documentation accordingly.",test_debt
"There was no testing performed, but I made edits to the documentation.",test_debt
"I did not run any tests, but I made a documentation change to reflect the updated information.",test_debt
"Dhruba, we should also remove the unit tests that test the tmp directory does not get removed after restarting the cluster.",test_debt
"Dhruba, we should consider removing the unit tests that verify the persistence of the temporary directory after cluster restart.",test_debt
"It might be a good idea to eliminate the unit tests that check whether the temporary directory remains intact following a cluster restart, Dhruba.",test_debt
"Dhruba, let's discuss removing the unit tests that validate the persistence of the temporary directory after restarting the cluster.",test_debt
"We should contemplate the removal of the unit tests that specifically test the non-deletion of the temporary directory after cluster restart, Dhruba.",test_debt
"Dhruba, it's worth considering the exclusion of the unit tests that ensure the preservation of the temporary directory when the cluster is restarted.",test_debt
"Attaching patch for trunk. Problem was the trash method was throwing FileNotFound, which was not being handled. There are three different places where the non-existence of the file being deleted could conceivably be handled. Fixed by just checking for the file's existence at the beginning and exiting if not found. No unit test because the affected unit test is TestHDFSCLI, which is in HDFS project. Manually tested and it works. The reason this wasn't detected previously is that it only manifests itself when the trash feature is enabled, which apparently it isn't on the minidfscluster that powers TestCLI. We should probably looking at running Test*CLI with both trash on and trash off.",test_debt
